category,stimulus,preamble,prompt,response_no,response,matches,preamble_type,ground_truth,prompt_type
flower,poppy_3,You are an AI assistant.,Does this image contain a sunflower? Answer true or false.,response_9,False.,True,default,False,subordinate
flower,buttercup_4,You are an AI assistant.,Does this image contain a sunflower? Answer true or false.,response_9,False.,True,default,False,subordinate
flower,daffodil_4,You are an AI assistant.,Does this image contain a sunflower? Answer true or false.,response_9,False.,True,default,False,subordinate
flower,sunflower_4,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_9,False.,True,default,False,subordinate
flower,daffodil_1,You are an AI assistant.,Does this image contain a sunflower? Answer true or false.,response_9,False.,True,default,False,subordinate
flower,sunflower_1,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_9,False.,True,default,False,subordinate
flower,sunflower_3,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_9,False.,True,default,False,subordinate
flower,daffodil_3,You are an AI assistant.,Does this image contain a sunflower? Answer true or false.,response_9,False.,True,default,False,subordinate
flower,daffodil_2,You are an AI assistant.,Does this image contain a sunflower? Answer true or false.,response_9,False.,True,default,False,subordinate
flower,sunflower_2,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,labrador_3,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,labrador_2,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,poodle_1,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,wolfhound_4,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,poodle_3,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,labrador_1,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,poodle_2,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,wolfhound_3,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,labrador_4,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,wolfhound_2,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,poodle_4,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,wolfhound_1,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,dachshund_2,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,collie_4,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,beagle_3,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,beagle_2,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,dachshund_3,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,dachshund_1,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,beagle_1,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,collie_2,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,dachshund_4,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,beagle_4,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,collie_3,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,collie_1,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,dalmatian_4,You are an AI assistant.,Does this image contain a spaniel? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,spaniel_4,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,dalmatian_2,You are an AI assistant.,Does this image contain a spaniel? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,spaniel_3,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,spaniel_2,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,dalmatian_3,You are an AI assistant.,Does this image contain a spaniel? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,dalmatian_1,You are an AI assistant.,Does this image contain a spaniel? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,spaniel_1,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,chihuahua_2,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,chihuahua_3,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,bulldog_1,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,bulldog_3,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,chihuahua_1,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,bulldog_2,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,chihuahua_4,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
dog,bulldog_4,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_9,False.,True,default,False,subordinate
bird,robin_3,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_9,False.,True,default,False,subordinate
bird,robin_2,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_9,False.,True,default,False,subordinate
bird,robin_1,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_9,False.,True,default,False,subordinate
bird,robin_4,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_9,False.,True,default,False,subordinate
bird,cockatoo_1,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_9,False.,True,default,False,subordinate
bird,goose_4,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_9,False.,True,default,False,subordinate
bird,cockatoo_2,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_9,False.,True,default,False,subordinate
bird,cockatoo_3,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_9,False.,True,default,False,subordinate
bird,goose_3,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_9,False.,True,default,False,subordinate
bird,goose_2,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_9,False.,True,default,False,subordinate
bird,cockatoo_4,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_9,False.,True,default,False,subordinate
